ine_id,distrito,municipio,freguesia
010917,Aveiro,Santa Maria da Feira,Nogueira da Regedoura
010918,Aveiro,Santa Maria da Feira,São Paio de Oleiros
010919,Aveiro,Santa Maria da Feira,Paços de Brandão
010921,Aveiro,Santa Maria da Feira,Rio Meão
010922,Aveiro,Santa Maria da Feira,Romariz
010924,Aveiro,Santa Maria da Feira,Sanguedo
010925,Aveiro,Santa Maria da Feira,Santa Maria de Lamas
010926,Aveiro,Santa Maria da Feira,São João de Ver
010932,Aveiro,Santa Maria da Feira,União das freguesias de Caldas de São Jorge e Pigeiros
010933,Aveiro,Santa Maria da Feira,"União das freguesias de Canedo, Vale e Vila Maior"
010934,Aveiro,Santa Maria da Feira,"União das freguesias de Lobão, Gião, Louredo e Guisande"
010935,Aveiro,Santa Maria da Feira,"União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo"
010936,Aveiro,Santa Maria da Feira,União das freguesias de São Miguel do Souto e Mosteirô
011005,Aveiro,Ílhavo,Gafanha da Encarnação
011006,Aveiro,Ílhavo,Gafanha da Nazaré
011007,Aveiro,Ílhavo,Gafanha do Carmo
011008,Aveiro,Ílhavo,Ílhavo (São Salvador)
011102,Aveiro,Mealhada,Barcouço
011103,Aveiro,Mealhada,Casal Comba
011104,Aveiro,Mealhada,Luso
011106,Aveiro,Mealhada,Pampilhosa
011107,Aveiro,Mealhada,Vacariça
011109,Aveiro,Mealhada,"União das freguesias da Mealhada, Ventosa do Bairro e Antes"
011201,Aveiro,Murtosa,Bunheiro
011202,Aveiro,Murtosa,Monte
011203,Aveiro,Murtosa,Murtosa
011204,Aveiro,Murtosa,Torreira
011301,Aveiro,Oliveira de Azeméis,Carregosa
011302,Aveiro,Oliveira de Azeméis,Cesar
011303,Aveiro,Oliveira de Azeméis,Fajões
011304,Aveiro,Oliveira de Azeméis,Loureiro
011305,Aveiro,Oliveira de Azeméis,Macieira de Sarnes
011310,Aveiro,Oliveira de Azeméis,Ossela
011315,Aveiro,Oliveira de Azeméis,São Martinho da Gândara
011318,Aveiro,Oliveira de Azeméis,São Roque
011319,Aveiro,Oliveira de Azeméis,Vila de Cucujães
011320,Aveiro,Oliveira de Azeméis,União das freguesias de Nogueira do Cravo e Pindelo
011321,Aveiro,Oliveira de Azeméis,"União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail"
011322,Aveiro,Oliveira de Azeméis,"União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz"
011403,Aveiro,Oliveira do Bairro,Oiã
011404,Aveiro,Oliveira do Bairro,Oliveira do Bairro
011405,Aveiro,Oliveira do Bairro,Palhaça
011407,Aveiro,Oliveira do Bairro,"União das freguesias de Bustos, Troviscal e Mamarrosa"
011502,Aveiro,Ovar,Cortegaça
011503,Aveiro,Ovar,Esmoriz
011504,Aveiro,Ovar,Maceda
011507,Aveiro,Ovar,Válega
011509,Aveiro,Ovar,"União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã"
011601,Aveiro,São João da Madeira,São João da Madeira
011702,Aveiro,Sever do Vouga,Couto de Esteves
011704,Aveiro,Sever do Vouga,Pessegueiro do Vouga
011705,Aveiro,Sever do Vouga,Rocas do Vouga
011706,Aveiro,Sever do Vouga,Sever do Vouga
011708,Aveiro,Sever do Vouga,Talhadas
011710,Aveiro,Sever do Vouga,União das freguesias de Cedrim e Paradela
011711,Aveiro,Sever do Vouga,União das freguesias de Silva Escura e Dornelas
011801,Aveiro,Vagos,Calvão
011804,Aveiro,Vagos,Gafanha da Boa Hora
011805,Aveiro,Vagos,Ouca
011807,Aveiro,Vagos,Sosa
011810,Aveiro,Vagos,Santo André de Vagos
011812,Aveiro,Vagos,União das freguesias de Fonte de Angeão e Covão do Lobo
011813,Aveiro,Vagos,União das freguesias de Ponte de Vagos e Santa Catarina
011814,Aveiro,Vagos,União das freguesias de Vagos e Santo António
011901,Aveiro,Vale de Cambra,Arões
011902,Aveiro,Vale de Cambra,São Pedro de Castelões
011903,Aveiro,Vale de Cambra,Cepelos
011905,Aveiro,Vale de Cambra,Junqueira
011906,Aveiro,Vale de Cambra,Macieira de Cambra
011907,Aveiro,Vale de Cambra,Roge
011910,Aveiro,Vale de Cambra,"União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho"
020102,Beja,Aljustrel,Ervidel
020103,Beja,Aljustrel,Messejana
020104,Beja,Aljustrel,São João de Negrilhos
020106,Beja,Aljustrel,União das freguesias de Aljustrel e Rio de Moinhos
020203,Beja,Almodôvar,Rosário
020205,Beja,Almodôvar,Santa Cruz
020206,Beja,Almodôvar,São Barnabé
020208,Beja,Almodôvar,Aldeia dos Fernandes
020209,Beja,Almodôvar,União das freguesias de Almodôvar e Graça dos Padrões
020210,Beja,Almodôvar,União das freguesias de Santa Clara-a-Nova e Gomes Aires
020301,Beja,Alvito,Alvito
020302,Beja,Alvito,Vila Nova da Baronia
020401,Beja,Barrancos,Barrancos
020502,Beja,Beja,Baleizão
020503,Beja,Beja,Beringel
020504,Beja,Beja,Cabeça Gorda
020506,Beja,Beja,Nossa Senhora das Neves
020510,Beja,Beja,Santa Clara de Louredo
020516,Beja,Beja,São Matias
020519,Beja,Beja,União das freguesias de Albernoa e Trindade
020520,Beja,Beja,União das freguesias de Beja (Salvador e Santa Maria da Feira)
020521,Beja,Beja,União das freguesias de Beja (Santiago Maior e São João Baptista)
020522,Beja,Beja,União das freguesias de Salvada e Quintos
020523,Beja,Beja,União das freguesias de Santa Vitória e Mombeja
020524,Beja,Beja,União das freguesias de Trigaches e São Brissos
020603,Beja,Castro Verde,Entradas
020604,Beja,Castro Verde,Santa Bárbara de Padrões
020605,Beja,Castro Verde,São Marcos da Ataboeira
020606,Beja,Castro Verde,União das freguesias de Castro Verde e Casével
020701,Beja,Cuba,Cuba
020702,Beja,Cuba,Faro do Alentejo
020703,Beja,Cuba,Vila Alva
020704,Beja,Cuba,Vila Ruiva
020803,Beja,Ferreira do Alentejo,Figueira dos Cavaleiros
020804,Beja,Ferreira do Alentejo,Odivelas
020807,Beja,Ferreira do Alentejo,União das freguesias de Alfundão e Peroguarda
020808,Beja,Ferreira do Alentejo,União das freguesias de Ferreira do Alentejo e Canhestros
020901,Beja,Mértola,Alcaria Ruiva
020902,Beja,Mértola,Corte do Pinto
020903,Beja,Mértola,Espírito Santo
020904,Beja,Mértola,Mértola
020905,Beja,Mértola,Santana de Cambas
020906,Beja,Mértola,São João dos Caldeireiros
020910,Beja,Mértola,"União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros"
021001,Beja,Moura,Amareleja
021002,Beja,Moura,Póvoa de São Miguel
021008,Beja,Moura,Sobral da Adiça
021009,Beja,Moura,União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador
021010,Beja,Moura,União das freguesias de Safara e Santo Aleixo da Restauração
021102,Beja,Odemira,Relíquias
021103,Beja,Odemira,Sabóia
021106,Beja,Odemira,São Luís
021107,Beja,Odemira,São Martinho das Amoreiras
021111,Beja,Odemira,Vila Nova de Milfontes
021115,Beja,Odemira,Luzianes-Gare
021116,Beja,Odemira,Boavista dos Pinheiros
021117,Beja,Odemira,Longueira/Almograve
021118,Beja,Odemira,Colos
021119,Beja,Odemira,Santa Clara-a-Velha
021120,Beja,Odemira,São Salvador e Santa Maria
021121,Beja,Odemira,São Teotónio
021122,Beja,Odemira,Vale de Santiago
021203,Beja,Ourique,Ourique
021206,Beja,Ourique,Santana da Serra
021207,Beja,Ourique,União das freguesias de Garvão e Santa Luzia
021208,Beja,Ourique,União das freguesias de Panoias e Conceição
021302,Beja,Serpa,Brinches
021303,Beja,Serpa,Pias
021307,Beja,Serpa,Vila Verde de Ficalho
021308,Beja,Serpa,União das freguesias de Serpa (Salvador e Santa Maria)
021309,Beja,Serpa,União das freguesias de Vila Nova de São Bento e Vale de Vargo
021401,Beja,Vidigueira,Pedrógão
021402,Beja,Vidigueira,Selmes
021403,Beja,Vidigueira,Vidigueira
021404,Beja,Vidigueira,Vila de Frades
030102,Braga,Amares,Barreiros
030104,Braga,Amares,Bico
030105,Braga,Amares,Caires
030107,Braga,Amares,Carrazedo
030108,Braga,Amares,Dornelas
030111,Braga,Amares,Fiscal
030112,Braga,Amares,Goães
030113,Braga,Amares,Lago
030118,Braga,Amares,Rendufe
030119,Braga,Amares,Bouro (Santa Maria)
030120,Braga,Amares,Bouro (Santa Marta)
030125,Braga,Amares,União das freguesias de Amares e Figueiredo
030126,Braga,Amares,"União das freguesias de Caldelas, Sequeiros e Paranhos"
030127,Braga,Amares,"União das freguesias de Ferreiros, Prozelo e Besteiros"
030128,Braga,Amares,União das freguesias de Torre e Portela
030129,Braga,Amares,"União das freguesias de Vilela, Seramil e Paredes Secas"
030201,Braga,Barcelos,Abade de Neiva
030202,Braga,Barcelos,Aborim
030203,Braga,Barcelos,Adães
030205,Braga,Barcelos,Airó
030206,Braga,Barcelos,Aldreu
030208,Braga,Barcelos,Alvelos
030209,Braga,Barcelos,Arcozelo
030210,Braga,Barcelos,Areias
030212,Braga,Barcelos,Balugães
030213,Braga,Barcelos,Barcelinhos
030215,Braga,Barcelos,Barqueiros
030216,Braga,Barcelos,Cambeses
030218,Braga,Barcelos,Carapeços
030220,Braga,Barcelos,Carvalhal
030221,Braga,Barcelos,Carvalhas
030224,Braga,Barcelos,Cossourado
030228,Braga,Barcelos,Cristelo
030234,Braga,Barcelos,Fornelos
030235,Braga,Barcelos,Fragoso
030237,Braga,Barcelos,Gilmonde
030242,Braga,Barcelos,Lama
030243,Braga,Barcelos,Lijó
030244,Braga,Barcelos,Macieira de Rates
030245,Braga,Barcelos,Manhente
030247,Braga,Barcelos,Martim
030252,Braga,Barcelos,Moure
030254,Braga,Barcelos,Oliveira
030255,Braga,Barcelos,Palme
030256,Braga,Barcelos,Panque
030257,Braga,Barcelos,Paradela
030259,Braga,Barcelos,Pereira
030260,Braga,Barcelos,Perelhal
030261,Braga,Barcelos,Pousa
030263,Braga,Barcelos,Remelhe
030264,Braga,Barcelos,Roriz
030265,Braga,Barcelos,Rio Covo (Santa Eugénia)
030268,Braga,Barcelos,Galegos (Santa Maria)
030272,Braga,Barcelos,Galegos (São Martinho)
030277,Braga,Barcelos,Tamel (São Veríssimo)
030279,Braga,Barcelos,Silva
030282,Braga,Barcelos,Ucha
030283,Braga,Barcelos,Várzea
030287,Braga,Barcelos,Vila Seca
030290,Braga,Barcelos,União das freguesias de Alheira e Igreja Nova
030291,Braga,Barcelos,União das freguesias de Alvito (São Pedro e São Martinho) e Couto
030292,Braga,Barcelos,União das freguesias de Areias de Vilar e Encourados
030293,Braga,Barcelos,"União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)"
030294,Braga,Barcelos,União das freguesias de Campo e Tamel (São Pedro Fins)
030295,Braga,Barcelos,União das freguesias de Carreira e Fonte Coberta
030296,Braga,Barcelos,"União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral"
030297,Braga,Barcelos,União das freguesias de Creixomil e Mariz
030298,Braga,Barcelos,União das freguesias de Durrães e Tregosa
030299,Braga,Barcelos,União das freguesias de Gamil e Midões
0302FA,Braga,Barcelos,"União das freguesias de Milhazes, Vilar de Figos e Faria"
0302FB,Braga,Barcelos,União das freguesias de Negreiros e Chavão
0302FC,Braga,Barcelos,União das freguesias de Quintiães e Aguiar
0302FD,Braga,Barcelos,União das freguesias de Sequeade e Bastuço (São João e Santo Estevão)
0302FE,Braga,Barcelos,União das freguesias de Silveiros e Rio Covo (Santa Eulália)
0302FF,Braga,Barcelos,União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte
0302FG,Braga,Barcelos,"União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães"
0302FH,Braga,Barcelos,União das freguesias de Vila Cova e Feitos
030301,Braga,Braga,Adaúfe
030312,Braga,Braga,Espinho
030313,Braga,Braga,Esporões
030315,Braga,Braga,Figueiredo
030319,Braga,Braga,Gualtar
030322,Braga,Braga,Lamas
030325,Braga,Braga,Mire de Tibães
030330,Braga,Braga,Padim da Graça
030331,Braga,Braga,Palmeira
030334,Braga,Braga,Pedralva
030336,Braga,Braga,Priscos
030338,Braga,Braga,Ruilhe
030349,Braga,Braga,Braga (São Vicente)
030351,Braga,Braga,Braga (São Vítor)
030354,Braga,Braga,Sequeira
030355,Braga,Braga,Sobreposta
030356,Braga,Braga,Tadim
030357,Braga,Braga,Tebosa
030363,Braga,Braga,União das freguesias de Arentim e Cunha
030364,Braga,Braga,"União das freguesias de Braga (Maximinos, Sé e Cividade)"
030365,Braga,Braga,União das freguesias de Braga (São José de São Lázaro e São João do Souto)
030366,Braga,Braga,União das freguesias de Cabreiros e Passos (São Julião)
030367,Braga,Braga,"União das freguesias de Celeirós, Aveleda e Vimieiro"
030368,Braga,Braga,União das freguesias de Crespos e Pousada
030369,Braga,Braga,União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente)
030370,Braga,Braga,União das freguesias de Este (São Pedro e São Mamede)
030371,Braga,Braga,União das freguesias de Ferreiros e Gondizalves
030372,Braga,Braga,União das freguesias de Guisande e Oliveira (São Pedro)
030373,Braga,Braga,União das freguesias de Lomar e Arcos
030374,Braga,Braga,"União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães"
030375,Braga,Braga,União das freguesias de Merelim (São Pedro) e Frossos
030376,Braga,Braga,União das freguesias de Morreira e Trandeiras
030377,Braga,Braga,"União das freguesias de Nogueira, Fraião e Lamaçães"
030378,Braga,Braga,União das freguesias de Nogueiró e Tenões
030379,Braga,Braga,"União das freguesias de Real, Dume e Semelhe"
030380,Braga,Braga,União das freguesias de Santa Lucrécia de Algeriz e Navarra
030381,Braga,Braga,União das freguesias de Vilaça e Fradelos
030401,Braga,Cabeceiras de Basto,Abadim
030404,Braga,Cabeceiras de Basto,Basto
030405,Braga,Cabeceiras de Basto,Bucos
030406,Braga,Cabeceiras de Basto,Cabeceiras de Basto
030407,Braga,Cabeceiras de Basto,Cavez
030408,Braga,Cabeceiras de Basto,Faia
030413,Braga,Cabeceiras de Basto,Pedraça
030415,Braga,Cabeceiras de Basto,Rio Douro
030418,Braga,Cabeceiras de Basto,União das freguesias de Alvite e Passos
030419,Braga,Cabeceiras de Basto,União das freguesias de Arco de Baúlhe e Vila Nune
030420,Braga,Cabeceiras de Basto,União das freguesias de Gondiães e Vilar de Cunhas
030421,Braga,Cabeceiras de Basto,"União das freguesias de Refojos de Basto, Outeiro e Painzela"
030501,Braga,Celorico de Basto,Agilde
030502,Braga,Celorico de Basto,Arnóia
030503,Braga,Celorico de Basto,Borba de Montanha
030508,Braga,Celorico de Basto,Codeçoso
030510,Braga,Celorico de Basto,Fervença
030515,Braga,Celorico de Basto,Moreira do Castelo
030517,Braga,Celorico de Basto,Rego
030518,Braga,Celorico de Basto,Ribas
030520,Braga,Celorico de Basto,Basto (São Clemente)
030521,Braga,Celorico de Basto,Vale de Bouro
030523,Braga,Celorico de Basto,"União das freguesias de Britelo, Gémeos e Ourilhe"
030524,Braga,Celorico de Basto,União das freguesias de Caçarilhe e Infesta
030525,Braga,Celorico de Basto,União das freguesias de Canedo de Basto e Corgo
030526,Braga,Celorico de Basto,União das freguesias de Carvalho e Basto (Santa Tecla)
030527,Braga,Celorico de Basto,"União das freguesias de Veade, Gagos e Molares"
030601,Braga,Esposende,Antas
030608,Braga,Esposende,Forjães
030610,Braga,Esposende,Gemeses
030615,Braga,Esposende,Vila Chã
030616,Braga,Esposende,União das freguesias de Apúlia e Fão
030617,Braga,Esposende,União das freguesias de Belinho e Mar
030618,Braga,Esposende,"União das freguesias de Esposende, Marinhas e Gandra"
030619,Braga,Esposende,União das freguesias de Fonte Boa e Rio Tinto
030620,Braga,Esposende,União das freguesias de Palmeira de Faro e Curvos
030705,Braga,Fafe,Armil
030708,Braga,Fafe,Estorãos
030709,Braga,Fafe,Fafe
030712,Braga,Fafe,Fornelos
030714,Braga,Fafe,Golães
030716,Braga,Fafe,Medelo
030719,Braga,Fafe,Passos
030722,Braga,Fafe,Quinchães
030723,Braga,Fafe,Regadas
030724,Braga,Fafe,Revelhe
030725,Braga,Fafe,Ribeiros
030726,Braga,Fafe,Arões (Santa Cristina)
030728,Braga,Fafe,São Gens
030729,Braga,Fafe,Silvares (São Martinho)
030730,Braga,Fafe,Arões (São Romão)
030733,Braga,Fafe,Travassós
030736,Braga,Fafe,Vinhós
030737,Braga,Fafe,"União de freguesias de Aboim, Felgueiras, Gontim e Pedraído"
030738,Braga,Fafe,União de freguesias de Agrela e Serafão
030739,Braga,Fafe,União de freguesias de Antime e Silvares (São Clemente)
030740,Braga,Fafe,"União de freguesias de Ardegão, Arnozela e Seidões"
030741,Braga,Fafe,União de freguesias de Cepães e Fareja
030742,Braga,Fafe,União de freguesias de Freitas e Vila Cova
030743,Braga,Fafe,União de freguesias de Monte e Queimadela
030744,Braga,Fafe,União de freguesias de Moreira do Rei e Várzea Cova
030801,Braga,Guimarães,Aldão
030804,Braga,Guimarães,Azurém
030806,Braga,Guimarães,Barco
030807,Braga,Guimarães,Brito
030808,Braga,Guimarães,Caldelas
030812,Braga,Guimarães,Costa
030813,Braga,Guimarães,Creixomil
030815,Braga,Guimarães,Fermentões
030820,Braga,Guimarães,Gonça
030821,Braga,Guimarães,Gondar
030823,Braga,Guimarães,Guardizela
030824,Braga,Guimarães,Infantas
030827,Braga,Guimarães,Longos
030828,Braga,Guimarães,Lordelo
030830,Braga,Guimarães,Mesão Frio
030831,Braga,Guimarães,Moreira de Cónegos
030832,Braga,Guimarães,Nespereira
030835,Braga,Guimarães,Pencelo
030836,Braga,Guimarães,Pinheiro
030837,Braga,Guimarães,Polvoreira
030838,Braga,Guimarães,Ponte
030840,Braga,Guimarães,Ronfe
030842,Braga,Guimarães,Prazins (Santa Eufémia)
030850,Braga,Guimarães,Selho (São Cristóvão)
030854,Braga,Guimarães,Selho (São Jorge)
030857,Braga,Guimarães,Candoso (São Martinho)
030858,Braga,Guimarães,Sande (São Martinho)
030865,Braga,Guimarães,São Torcato
030866,Braga,Guimarães,Serzedelo
030868,Braga,Guimarães,Silvares
030871,Braga,Guimarães,Urgezes
030875,Braga,Guimarães,União das freguesias de Abação e Gémeos
030876,Braga,Guimarães,"União das freguesias de Airão Santa Maria, Airão São João e Vermil"
030877,Braga,Guimarães,União das freguesias de Arosa e Castelões
030878,Braga,Guimarães,União das freguesias de Atães e Rendufe
030879,Braga,Guimarães,União das freguesias de Briteiros Santo Estêvão e Donim
030880,Braga,Guimarães,União das freguesias de Briteiros São Salvador e Briteiros Santa Leocádia
030881,Braga,Guimarães,União das freguesias de Candoso São Tiago e Mascotelos
030882,Braga,Guimarães,União das freguesias de Conde e Gandarela
030883,Braga,Guimarães,"União das freguesias de Leitões, Oleiros e Figueiredo"
030884,Braga,Guimarães,"União das freguesias de Oliveira, São Paio e São Sebastião"
030885,Braga,Guimarães,União das freguesias de Prazins Santo Tirso e Corvite
030886,Braga,Guimarães,União das freguesias de Sande São Lourenço e Balazar
030887,Braga,Guimarães,União das freguesias de Sande Vila Nova e Sande São Clemente
030888,Braga,Guimarães,União das freguesias de Selho São Lourenço e Gominhães
030889,Braga,Guimarães,União das freguesias de Serzedo e Calvos
030890,Braga,Guimarães,"União das freguesias de Souto Santa Maria, Souto São Salvador e Gondomar"
030891,Braga,Guimarães,União das freguesias de Tabuadelo e São Faustino
030906,Braga,Póvoa de Lanhoso,Covelas
030908,Braga,Póvoa de Lanhoso,Ferreiros
030912,Braga,Póvoa de Lanhoso,Galegos
030913,Braga,Póvoa de Lanhoso,Garfe
030914,Braga,Póvoa de Lanhoso,Geraz do Minho
030915,Braga,Póvoa de Lanhoso,Lanhoso
030917,Braga,Póvoa de Lanhoso,Monsul
030919,Braga,Póvoa de Lanhoso,Póvoa de Lanhoso (Nossa Senhora do Amparo)
030921,Braga,Póvoa de Lanhoso,Rendufinho
030922,Braga,Póvoa de Lanhoso,Santo Emilião
030923,Braga,Póvoa de Lanhoso,São João de Rei
030924,Braga,Póvoa de Lanhoso,Serzedelo
030925,Braga,Póvoa de Lanhoso,Sobradelo da Goma
030926,Braga,Póvoa de Lanhoso,Taíde
030927,Braga,Póvoa de Lanhoso,Travassos
030929,Braga,Póvoa de Lanhoso,Vilela
030930,Braga,Póvoa de Lanhoso,União das freguesias de Águas Santas e Moure
030931,Braga,Póvoa de Lanhoso,União das freguesias de Calvos e Frades
030932,Braga,Póvoa de Lanhoso,União das freguesias de Campos e Louredo
030933,Braga,Póvoa de Lanhoso,União das freguesias de Esperança e Brunhais
030934,Braga,Póvoa de Lanhoso,União das freguesias de Fonte Arcada e Oliveira
030935,Braga,Póvoa de Lanhoso,"União das freguesias de Verim, Friande e Ajude"
031001,Braga,Terras de Bouro,Balança
031003,Braga,Terras de Bouro,Campo do Gerês
031004,Braga,Terras de Bouro,Carvalheira
031008,Braga,Terras de Bouro,Covide
031009,Braga,Terras de Bouro,Gondoriz
031010,Braga,Terras de Bouro,Moimenta
031012,Braga,Terras de Bouro,Ribeira
031013,Braga,Terras de Bouro,Rio Caldo
031014,Braga,Terras de Bouro,Souto
031015,Braga,Terras de Bouro,Valdosende
031017,Braga,Terras de Bouro,Vilar da Veiga
031018,Braga,Terras de Bouro,União das freguesias de Chamoim e Vilar
031019,Braga,Terras de Bouro,União das freguesias de Chorense e Monte
031020,Braga,Terras de Bouro,União das freguesias de Cibões e Brufe
031105,Braga,Vieira do Minho,Cantelães
031107,Braga,Vieira do Minho,Eira Vedra
031108,Braga,Vieira do Minho,Guilhofrei
031109,Braga,Vieira do Minho,Louredo
031110,Braga,Vieira do Minho,Mosteiro
031111,Braga,Vieira do Minho,Parada de Bouro
031112,Braga,Vieira do Minho,Pinheiro
031113,Braga,Vieira do Minho,Rossas
031115,Braga,Vieira do Minho,Salamonde
031118,Braga,Vieira do Minho,Tabuaças
031120,Braga,Vieira do Minho,Vieira do Minho
031122,Braga,Vieira do Minho,União das freguesias de Anissó e Soutelo
031123,Braga,Vieira do Minho,União das freguesias de Anjos e Vilar do Chão
031124,Braga,Vieira do Minho,União das freguesias de Caniçada e Soengas
031125,Braga,Vieira do Minho,União das freguesias de Ruivães e Campos
031126,Braga,Vieira do Minho,União das freguesias de Ventosa e Cova
031204,Braga,Vila Nova de Famalicão,Bairro
031206,Braga,Vila Nova de Famalicão,Brufe
031210,Braga,Vila Nova de Famalicão,Castelões
031212,Braga,Vila Nova de Famalicão,Cruz
031213,Braga,Vila Nova de Famalicão,Delães
031215,Braga,Vila Nova de Famalicão,Fradelos
031216,Braga,Vila Nova de Famalicão,Gavião
031219,Braga,Vila Nova de Famalicão,Joane
031221,Braga,Vila Nova de Famalicão,Landim
031223,Braga,Vila Nova de Famalicão,Louro
031224,Braga,Vila Nova de Famalicão,Lousado
031225,Braga,Vila Nova de Famalicão,Mogege
031227,Braga,Vila Nova de Famalicão,Nine
031230,Braga,Vila Nova de Famalicão,Pedome
031232,Braga,Vila Nova de Famalicão,Pousada de Saramagos
031233,Braga,Vila Nova de Famalicão,Requião
031234,Braga,Vila Nova de Famalicão,Riba de Ave
031235,Braga,Vila Nova de Famalicão,Ribeirão
031239,Braga,Vila Nova de Famalicão,Oliveira (Santa Maria)
031241,Braga,Vila Nova de Famalicão,Vale (São Martinho)
031242,Braga,Vila Nova de Famalicão,Oliveira (São Mateus)
031247,Braga,Vila Nova de Famalicão,Vermoim
031249,Braga,Vila Nova de Famalicão,Vilarinho das Cambas
