ine_id,distrito,municipio,freguesia,populacao,Inscritos,Votantes,Brancos,inscritos_freguesia,votantes_freguesia,brancos_freguesia
010307,Aveiro,Anadia,Moita,751,645650.0,352093.0,10596.0,1229,670,20
010309,Aveiro,Anadia,Sangalhos,1233,645650.0,352093.0,10596.0,2017,1100,33
010310,Aveiro,Anadia,São Lourenço do Bairro,1122,645650.0,352093.0,10596.0,1836,1001,30
010312,Aveiro,Anadia,Vila Nova de Monsarros,652,645650.0,352093.0,10596.0,1067,582,18
010313,Aveiro,Anadia,Vilarinho do Bairro,4750,645650.0,352093.0,10596.0,7771,4238,128
010316,Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",2452,645650.0,352093.0,10596.0,4012,2188,66
010317,Aveiro,Anadia,União das freguesias de Arcos e Mogofores,2370,645650.0,352093.0,10596.0,3877,2114,64
010318,Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",4940,645650.0,352093.0,10596.0,8082,4407,133
010402,Aveiro,Arouca,Alvarenga,1748,645650.0,352093.0,10596.0,2860,1560,47
010407,Aveiro,Arouca,Chave,1807,645650.0,352093.0,10596.0,2956,1612,49
010409,Aveiro,Arouca,Escariz,1485,645650.0,352093.0,10596.0,2429,1325,40
010411,Aveiro,Arouca,Fermedo,3690,645650.0,352093.0,10596.0,6037,3292,99
010413,Aveiro,Arouca,Mansores,4071,645650.0,352093.0,10596.0,6660,3632,109
010414,Aveiro,Arouca,Moldes,4366,645650.0,352093.0,10596.0,7143,3895,117
010415,Aveiro,Arouca,Rossas,945,645650.0,352093.0,10596.0,1546,843,25
010416,Aveiro,Arouca,Santa Eulália,3384,645650.0,352093.0,10596.0,5536,3019,91
010417,Aveiro,Arouca,São Miguel do Mato,3500,645650.0,352093.0,10596.0,5726,3123,94
010418,Aveiro,Arouca,Tropeço,3409,645650.0,352093.0,10596.0,5577,3041,92
010419,Aveiro,Arouca,Urrô,4954,645650.0,352093.0,10596.0,8105,4420,133
010420,Aveiro,Arouca,Várzea,4554,645650.0,352093.0,10596.0,7450,4063,122
010421,Aveiro,Arouca,União das freguesias de Arouca e Burgo,2792,645650.0,352093.0,10596.0,4568,2491,75
010422,Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,4815,645650.0,352093.0,10596.0,7877,4296,129
010423,Aveiro,Arouca,União das freguesias de Canelas e Espiunca,692,645650.0,352093.0,10596.0,1132,617,19
010424,Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,4791,645650.0,352093.0,10596.0,7838,4274,129
010501,Aveiro,Aveiro,Aradas,783,645650.0,352093.0,10596.0,1281,699,21
010502,Aveiro,Aveiro,Cacia,590,645650.0,352093.0,10596.0,965,526,16
010505,Aveiro,Aveiro,Esgueira,3181,645650.0,352093.0,10596.0,5204,2838,85
010508,Aveiro,Aveiro,Oliveirinha,4462,645650.0,352093.0,10596.0,7300,3981,120
010510,Aveiro,Aveiro,São Bernardo,1000,645650.0,352093.0,10596.0,1636,892,27
010511,Aveiro,Aveiro,São Jacinto,3928,645650.0,352093.0,10596.0,6426,3504,105
010513,Aveiro,Aveiro,Santa Joana,4546,645650.0,352093.0,10596.0,7437,4056,122
010515,Aveiro,Aveiro,Eixo e Eirol,3294,645650.0,352093.0,10596.0,5389,2939,88
010516,Aveiro,Aveiro,"Requeixo, Nossa Senhora de Fátima e Nariz",1317,645650.0,352093.0,10596.0,2155,1175,35
010517,Aveiro,Aveiro,União das freguesias de Glória e Vera Cruz,2674,645650.0,352093.0,10596.0,4375,2386,72
010602,Aveiro,Castelo de Paiva,Fornos,4932,645650.0,352093.0,10596.0,8069,4400,132
010606,Aveiro,Castelo de Paiva,Real,638,645650.0,352093.0,10596.0,1044,569,17
010607,Aveiro,Castelo de Paiva,Santa Maria de Sardoura,2476,645650.0,352093.0,10596.0,4051,2209,66
010608,Aveiro,Castelo de Paiva,São Martinho de Sardoura,2534,645650.0,352093.0,10596.0,4146,2261,68
010610,Aveiro,Castelo de Paiva,"União das freguesias de Raiva, Pedorido e Paraíso",4331,645650.0,352093.0,10596.0,7086,3864,116
010611,Aveiro,Castelo de Paiva,União das freguesias de Sobrado e Bairros,4648,645650.0,352093.0,10596.0,7604,4147,125
010702,Aveiro,Espinho,Espinho,4019,645650.0,352093.0,10596.0,6575,3586,108
010704,Aveiro,Espinho,Paramos,1587,645650.0,352093.0,10596.0,2596,1416,43
010705,Aveiro,Espinho,Silvalde,1697,645650.0,352093.0,10596.0,2776,1514,46
010706,Aveiro,Espinho,União das freguesias de Anta e Guetim,4017,645650.0,352093.0,10596.0,6572,3584,108
010801,Aveiro,Estarreja,Avanca,1783,645650.0,352093.0,10596.0,2917,1591,48
010805,Aveiro,Estarreja,Pardilhó,2131,645650.0,352093.0,10596.0,3486,1901,57
010806,Aveiro,Estarreja,Salreu,865,645650.0,352093.0,10596.0,1415,772,23
010808,Aveiro,Estarreja,União das freguesias de Beduído e Veiros,4786,645650.0,352093.0,10596.0,7830,4270,129
010809,Aveiro,Estarreja,União das freguesias de Canelas e Fermelã,4641,645650.0,352093.0,10596.0,7593,4141,125
010901,Aveiro,Santa Maria da Feira,Argoncilhe,1213,645650.0,352093.0,10596.0,1984,1082,33
010902,Aveiro,Santa Maria da Feira,Arrifana,4774,645650.0,352093.0,10596.0,7810,4259,128
010904,Aveiro,Santa Maria da Feira,Escapães,2983,645650.0,352093.0,10596.0,4880,2661,80
010907,Aveiro,Santa Maria da Feira,Fiães,3508,645650.0,352093.0,10596.0,5739,3130,94
010908,Aveiro,Santa Maria da Feira,Fornos,877,645650.0,352093.0,10596.0,1435,782,24
010913,Aveiro,Santa Maria da Feira,Lourosa,1847,645650.0,352093.0,10596.0,3022,1648,50
010914,Aveiro,Santa Maria da Feira,Milheirós de Poiares,4638,645650.0,352093.0,10596.0,7588,4138,125
010916,Aveiro,Santa Maria da Feira,Mozelos,2521,645650.0,352093.0,10596.0,4124,2249,68
010917,Aveiro,Santa Maria da Feira,Nogueira da Regedoura,1711,645650.0,352093.0,10596.0,2799,1527,46
010918,Aveiro,Santa Maria da Feira,São Paio de Oleiros,3300,645650.0,352093.0,10596.0,5399,2944,89
010919,Aveiro,Santa Maria da Feira,Paços de Brandão,668,645650.0,352093.0,10596.0,1093,596,18
010921,Aveiro,Santa Maria da Feira,Rio Meão,850,645650.0,352093.0,10596.0,1391,758,23
010922,Aveiro,Santa Maria da Feira,Romariz,2729,645650.0,352093.0,10596.0,4465,2435,73
010924,Aveiro,Santa Maria da Feira,Sanguedo,2865,645650.0,352093.0,10596.0,4687,2556,77
010925,Aveiro,Santa Maria da Feira,Santa Maria de Lamas,2980,645650.0,352093.0,10596.0,4875,2659,80
010926,Aveiro,Santa Maria da Feira,São João de Ver,2503,645650.0,352093.0,10596.0,4095,2233,67
010932,Aveiro,Santa Maria da Feira,União das freguesias de Caldas de São Jorge e Pigeiros,2188,645650.0,352093.0,10596.0,3580,1952,59
010933,Aveiro,Santa Maria da Feira,"União das freguesias de Canedo, Vale e Vila Maior",3335,645650.0,352093.0,10596.0,5456,2975,90
010934,Aveiro,Santa Maria da Feira,"União das freguesias de Lobão, Gião, Louredo e Guisande",4170,645650.0,352093.0,10596.0,6822,3720,112
010935,Aveiro,Santa Maria da Feira,"União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo",4674,645650.0,352093.0,10596.0,7647,4170,125
010936,Aveiro,Santa Maria da Feira,União das freguesias de São Miguel do Souto e Mosteirô,863,645650.0,352093.0,10596.0,1412,770,23
011005,Aveiro,Ílhavo,Gafanha da Encarnação,3594,645650.0,352093.0,10596.0,5880,3206,96
011006,Aveiro,Ílhavo,Gafanha da Nazaré,1452,645650.0,352093.0,10596.0,2376,1295,39
011007,Aveiro,Ílhavo,Gafanha do Carmo,3607,645650.0,352093.0,10596.0,5901,3218,97
011008,Aveiro,Ílhavo,Ílhavo (São Salvador),2435,645650.0,352093.0,10596.0,3984,2172,65
011102,Aveiro,Mealhada,Barcouço,4780,645650.0,352093.0,10596.0,7820,4265,128
011103,Aveiro,Mealhada,Casal Comba,961,645650.0,352093.0,10596.0,1572,857,26
011104,Aveiro,Mealhada,Luso,3890,645650.0,352093.0,10596.0,6364,3471,104
011106,Aveiro,Mealhada,Pampilhosa,2148,645650.0,352093.0,10596.0,3514,1916,58
011107,Aveiro,Mealhada,Vacariça,1397,645650.0,352093.0,10596.0,2286,1246,38
011109,Aveiro,Mealhada,"União das freguesias da Mealhada, Ventosa do Bairro e Antes",1025,645650.0,352093.0,10596.0,1677,914,28
011201,Aveiro,Murtosa,Bunheiro,4943,645650.0,352093.0,10596.0,8087,4410,133
011202,Aveiro,Murtosa,Monte,2349,645650.0,352093.0,10596.0,3843,2096,63
011203,Aveiro,Murtosa,Murtosa,2180,645650.0,352093.0,10596.0,3567,1945,59
011204,Aveiro,Murtosa,Torreira,3501,645650.0,352093.0,10596.0,5728,3124,94
011301,Aveiro,Oliveira de Azeméis,Carregosa,598,645650.0,352093.0,10596.0,978,534,16
011302,Aveiro,Oliveira de Azeméis,Cesar,3198,645650.0,352093.0,10596.0,5232,2853,86
011303,Aveiro,Oliveira de Azeméis,Fajões,2444,645650.0,352093.0,10596.0,3998,2180,66
011304,Aveiro,Oliveira de Azeméis,Loureiro,4706,645650.0,352093.0,10596.0,7699,4199,126
011305,Aveiro,Oliveira de Azeméis,Macieira de Sarnes,2151,645650.0,352093.0,10596.0,3519,1919,58
011310,Aveiro,Oliveira de Azeméis,Ossela,1983,645650.0,352093.0,10596.0,3244,1769,53
011315,Aveiro,Oliveira de Azeméis,São Martinho da Gândara,1646,645650.0,352093.0,10596.0,2693,1469,44
011318,Aveiro,Oliveira de Azeméis,São Roque,4705,645650.0,352093.0,10596.0,7697,4198,126
011319,Aveiro,Oliveira de Azeméis,Vila de Cucujães,788,645650.0,352093.0,10596.0,1289,703,21
011320,Aveiro,Oliveira de Azeméis,União das freguesias de Nogueira do Cravo e Pindelo,1366,645650.0,352093.0,10596.0,2235,1219,37
011321,Aveiro,Oliveira de Azeméis,"União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail",4104,645650.0,352093.0,10596.0,6714,3661,110
011322,Aveiro,Oliveira de Azeméis,"União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz",2083,645650.0,352093.0,10596.0,3408,1858,56
011403,Aveiro,Oliveira do Bairro,Oiã,2328,645650.0,352093.0,10596.0,3809,2077,63
011404,Aveiro,Oliveira do Bairro,Oliveira do Bairro,2725,645650.0,352093.0,10596.0,4458,2431,73
011405,Aveiro,Oliveira do Bairro,Palhaça,525,645650.0,352093.0,10596.0,859,468,14
011407,Aveiro,Oliveira do Bairro,"União das freguesias de Bustos, Troviscal e Mamarrosa",1803,645650.0,352093.0,10596.0,2950,1609,48
011502,Aveiro,Ovar,Cortegaça,1681,645650.0,352093.0,10596.0,2750,1500,45
011503,Aveiro,Ovar,Esmoriz,3843,645650.0,352093.0,10596.0,6287,3429,103
011504,Aveiro,Ovar,Maceda,4901,645650.0,352093.0,10596.0,8018,4373,132
011507,Aveiro,Ovar,Válega,2736,645650.0,352093.0,10596.0,4476,2441,73
011509,Aveiro,Ovar,"União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",714,645650.0,352093.0,10596.0,1168,637,19
011601,Aveiro,São João da Madeira,São João da Madeira,1302,645650.0,352093.0,10596.0,2130,1162,35
011702,Aveiro,Sever do Vouga,Couto de Esteves,2043,645650.0,352093.0,10596.0,3342,1823,55
011704,Aveiro,Sever do Vouga,Pessegueiro do Vouga,970,645650.0,352093.0,10596.0,1587,865,26
011705,Aveiro,Sever do Vouga,Rocas do Vouga,4238,645650.0,352093.0,10596.0,6933,3781,114
011706,Aveiro,Sever do Vouga,Sever do Vouga,920,645650.0,352093.0,10596.0,1505,821,25
011708,Aveiro,Sever do Vouga,Talhadas,671,645650.0,352093.0,10596.0,1098,599,18
011710,Aveiro,Sever do Vouga,União das freguesias de Cedrim e Paradela,4033,645650.0,352093.0,10596.0,6598,3598,108
011711,Aveiro,Sever do Vouga,União das freguesias de Silva Escura e Dornelas,2003,645650.0,352093.0,10596.0,3277,1787,54
011801,Aveiro,Vagos,Calvão,2646,645650.0,352093.0,10596.0,4329,2361,71
011804,Aveiro,Vagos,Gafanha da Boa Hora,2276,645650.0,352093.0,10596.0,3724,2031,61
011805,Aveiro,Vagos,Ouca,2204,645650.0,352093.0,10596.0,3606,1966,59
011807,Aveiro,Vagos,Sosa,3156,645650.0,352093.0,10596.0,5163,2816,85
011810,Aveiro,Vagos,Santo André de Vagos,3354,645650.0,352093.0,10596.0,5487,2992,90
011812,Aveiro,Vagos,União das freguesias de Fonte de Angeão e Covão do Lobo,2434,645650.0,352093.0,10596.0,3982,2172,65
011813,Aveiro,Vagos,União das freguesias de Ponte de Vagos e Santa Catarina,3728,645650.0,352093.0,10596.0,6099,3326,100
011814,Aveiro,Vagos,União das freguesias de Vagos e Santo António,2122,645650.0,352093.0,10596.0,3472,1893,57
011901,Aveiro,Vale de Cambra,Arões,3134,645650.0,352093.0,10596.0,5127,2796,84
011902,Aveiro,Vale de Cambra,São Pedro de Castelões,1474,645650.0,352093.0,10596.0,2411,1315,40
011903,Aveiro,Vale de Cambra,Cepelos,4829,645650.0,352093.0,10596.0,7900,4308,130
011905,Aveiro,Vale de Cambra,Junqueira,3204,645650.0,352093.0,10596.0,5242,2859,86
011906,Aveiro,Vale de Cambra,Macieira de Cambra,1487,645650.0,352093.0,10596.0,2433,1327,40
011907,Aveiro,Vale de Cambra,Roge,1441,645650.0,352093.0,10596.0,2358,1286,39
011910,Aveiro,Vale de Cambra,"União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho",4487,645650.0,352093.0,10596.0,7341,4003,120
020102,Beja,Aljustrel,Ervidel,3943,122987.0,64268.0,1378.0,2343,1224,26
020103,Beja,Aljustrel,Messejana,3998,122987.0,64268.0,1378.0,2376,1242,27
020104,Beja,Aljustrel,São João de Negrilhos,2787,122987.0,64268.0,1378.0,1656,865,19
020106,Beja,Aljustrel,União das freguesias de Aljustrel e Rio de Moinhos,1244,122987.0,64268.0,1378.0,739,386,8
020203,Beja,Almodôvar,Rosário,4381,122987.0,64268.0,1378.0,2603,1360,29
020205,Beja,Almodôvar,Santa Cruz,919,122987.0,64268.0,1378.0,546,285,6
020206,Beja,Almodôvar,São Barnabé,1601,122987.0,64268.0,1378.0,951,497,11
020208,Beja,Almodôvar,Aldeia dos Fernandes,3946,122987.0,64268.0,1378.0,2345,1225,26
020209,Beja,Almodôvar,União das freguesias de Almodôvar e Graça dos Padrões,1119,122987.0,64268.0,1378.0,665,347,7
020210,Beja,Almodôvar,União das freguesias de Santa Clara-a-Nova e Gomes Aires,3971,122987.0,64268.0,1378.0,2360,1233,26
020301,Beja,Alvito,Alvito,4533,122987.0,64268.0,1378.0,2694,1408,30
020302,Beja,Alvito,Vila Nova da Baronia,4018,122987.0,64268.0,1378.0,2388,1248,27
020401,Beja,Barrancos,Barrancos,3087,122987.0,64268.0,1378.0,1834,959,21
020502,Beja,Beja,Baleizão,1456,122987.0,64268.0,1378.0,865,452,10
020503,Beja,Beja,Beringel,4905,122987.0,64268.0,1378.0,2915,1523,33
020504,Beja,Beja,Cabeça Gorda,3374,122987.0,64268.0,1378.0,2005,1048,22
020506,Beja,Beja,Nossa Senhora das Neves,3354,122987.0,64268.0,1378.0,1993,1042,22
020510,Beja,Beja,Santa Clara de Louredo,4697,122987.0,64268.0,1378.0,2791,1459,31
020516,Beja,Beja,São Matias,4308,122987.0,64268.0,1378.0,2560,1338,29
020519,Beja,Beja,União das freguesias de Albernoa e Trindade,3785,122987.0,64268.0,1378.0,2249,1175,25
020520,Beja,Beja,União das freguesias de Beja (Salvador e Santa Maria da Feira),4172,122987.0,64268.0,1378.0,2479,1296,28
020521,Beja,Beja,União das freguesias de Beja (Santiago Maior e São João Baptista),2563,122987.0,64268.0,1378.0,1523,796,17
020522,Beja,Beja,União das freguesias de Salvada e Quintos,2654,122987.0,64268.0,1378.0,1577,824,18
020523,Beja,Beja,União das freguesias de Santa Vitória e Mombeja,4277,122987.0,64268.0,1378.0,2542,1328,28
020524,Beja,Beja,União das freguesias de Trigaches e São Brissos,1480,122987.0,64268.0,1378.0,879,460,10
020603,Beja,Castro Verde,Entradas,1197,122987.0,64268.0,1378.0,711,372,8
020604,Beja,Castro Verde,Santa Bárbara de Padrões,3231,122987.0,64268.0,1378.0,1920,1003,22
020605,Beja,Castro Verde,São Marcos da Ataboeira,3515,122987.0,64268.0,1378.0,2089,1092,23
020606,Beja,Castro Verde,União das freguesias de Castro Verde e Casével,3238,122987.0,64268.0,1378.0,1924,1005,22
020701,Beja,Cuba,Cuba,2094,122987.0,64268.0,1378.0,1244,650,14
020702,Beja,Cuba,Faro do Alentejo,4341,122987.0,64268.0,1378.0,2580,1348,29
020703,Beja,Cuba,Vila Alva,4330,122987.0,64268.0,1378.0,2573,1345,29
020704,Beja,Cuba,Vila Ruiva,3843,122987.0,64268.0,1378.0,2284,1193,26
020803,Beja,Ferreira do Alentejo,Figueira dos Cavaleiros,672,122987.0,64268.0,1378.0,399,209,4
020804,Beja,Ferreira do Alentejo,Odivelas,1298,122987.0,64268.0,1378.0,771,403,9
020807,Beja,Ferreira do Alentejo,União das freguesias de Alfundão e Peroguarda,2022,122987.0,64268.0,1378.0,1202,628,13
020808,Beja,Ferreira do Alentejo,União das freguesias de Ferreira do Alentejo e Canhestros,3679,122987.0,64268.0,1378.0,2186,1142,24
020901,Beja,Mértola,Alcaria Ruiva,4714,122987.0,64268.0,1378.0,2801,1464,31
020902,Beja,Mértola,Corte do Pinto,2563,122987.0,64268.0,1378.0,1523,796,17
020903,Beja,Mértola,Espírito Santo,2857,122987.0,64268.0,1378.0,1698,887,19
020904,Beja,Mértola,Mértola,1245,122987.0,64268.0,1378.0,740,387,8
020905,Beja,Mértola,Santana de Cambas,2591,122987.0,64268.0,1378.0,1540,805,17
020906,Beja,Mértola,São João dos Caldeireiros,3543,122987.0,64268.0,1378.0,2105,1100,24
020910,Beja,Mértola,"União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros",1622,122987.0,64268.0,1378.0,964,504,11
021001,Beja,Moura,Amareleja,3043,122987.0,64268.0,1378.0,1808,945,20
021002,Beja,Moura,Póvoa de São Miguel,586,122987.0,64268.0,1378.0,348,182,4
021008,Beja,Moura,Sobral da Adiça,2230,122987.0,64268.0,1378.0,1325,692,15
021009,Beja,Moura,União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador,1741,122987.0,64268.0,1378.0,1035,541,12
021010,Beja,Moura,União das freguesias de Safara e Santo Aleixo da Restauração,3288,122987.0,64268.0,1378.0,1954,1021,22
021102,Beja,Odemira,Relíquias,4127,122987.0,64268.0,1378.0,2452,1282,27
021103,Beja,Odemira,Sabóia,1119,122987.0,64268.0,1378.0,665,347,7
021106,Beja,Odemira,São Luís,922,122987.0,64268.0,1378.0,548,286,6
021107,Beja,Odemira,São Martinho das Amoreiras,3099,122987.0,64268.0,1378.0,1842,962,21
021111,Beja,Odemira,Vila Nova de Milfontes,697,122987.0,64268.0,1378.0,414,216,5
021115,Beja,Odemira,Luzianes-Gare,2896,122987.0,64268.0,1378.0,1721,899,19
021116,Beja,Odemira,Boavista dos Pinheiros,4866,122987.0,64268.0,1378.0,2892,1511,32
021117,Beja,Odemira,Longueira/Almograve,3815,122987.0,64268.0,1378.0,2267,1185,25
021118,Beja,Odemira,Colos,3382,122987.0,64268.0,1378.0,2010,1050,23
021119,Beja,Odemira,Santa Clara-a-Velha,2731,122987.0,64268.0,1378.0,1623,848,18
021120,Beja,Odemira,São Salvador e Santa Maria,2203,122987.0,64268.0,1378.0,1309,684,15
021121,Beja,Odemira,São Teotónio,2599,122987.0,64268.0,1378.0,1544,807,17
021122,Beja,Odemira,Vale de Santiago,3190,122987.0,64268.0,1378.0,1896,991,21
021203,Beja,Ourique,Ourique,2135,122987.0,64268.0,1378.0,1269,663,14
021206,Beja,Ourique,Santana da Serra,1631,122987.0,64268.0,1378.0,969,506,11
021207,Beja,Ourique,União das freguesias de Garvão e Santa Luzia,587,122987.0,64268.0,1378.0,349,182,4
021208,Beja,Ourique,União das freguesias de Panoias e Conceição,1148,122987.0,64268.0,1378.0,682,356,8
021302,Beja,Serpa,Brinches,3455,122987.0,64268.0,1378.0,2053,1073,23
021303,Beja,Serpa,Pias,3577,122987.0,64268.0,1378.0,2126,1111,24
021307,Beja,Serpa,Vila Verde de Ficalho,746,122987.0,64268.0,1378.0,443,232,5
021308,Beja,Serpa,União das freguesias de Serpa (Salvador e Santa Maria),4183,122987.0,64268.0,1378.0,2486,1299,28
021309,Beja,Serpa,União das freguesias de Vila Nova de São Bento e Vale de Vargo,1134,122987.0,64268.0,1378.0,674,352,8
021401,Beja,Vidigueira,Pedrógão,646,122987.0,64268.0,1378.0,384,201,4
021402,Beja,Vidigueira,Selmes,2259,122987.0,64268.0,1378.0,1342,701,15
021403,Beja,Vidigueira,Vidigueira,3275,122987.0,64268.0,1378.0,1946,1017,22
021404,Beja,Vidigueira,Vila de Frades,2485,122987.0,64268.0,1378.0,1477,772,17
030102,Braga,Amares,Barreiros,4547,778174.0,465674.0,14540.0,3676,2200,69
030104,Braga,Amares,Bico,3037,778174.0,465674.0,14540.0,2455,1469,46
030105,Braga,Amares,Caires,4134,778174.0,465674.0,14540.0,3342,2000,62
030107,Braga,Amares,Carrazedo,1682,778174.0,465674.0,14540.0,1360,814,25
030108,Braga,Amares,Dornelas,4199,778174.0,465674.0,14540.0,3395,2031,63
030111,Braga,Amares,Fiscal,1121,778174.0,465674.0,14540.0,906,542,17
030112,Braga,Amares,Goães,2922,778174.0,465674.0,14540.0,2362,1414,44
030113,Braga,Amares,Lago,4963,778174.0,465674.0,14540.0,4012,2401,75
030118,Braga,Amares,Rendufe,3383,778174.0,465674.0,14540.0,2735,1637,51
030119,Braga,Amares,Bouro (Santa Maria),3230,778174.0,465674.0,14540.0,2611,1563,49
030120,Braga,Amares,Bouro (Santa Marta),3939,778174.0,465674.0,14540.0,3184,1906,59
030125,Braga,Amares,União das freguesias de Amares e Figueiredo,4984,778174.0,465674.0,14540.0,4029,2411,75
030126,Braga,Amares,"União das freguesias de Caldelas, Sequeiros e Paranhos",4636,778174.0,465674.0,14540.0,3748,2243,70
030127,Braga,Amares,"União das freguesias de Ferreiros, Prozelo e Besteiros",1030,778174.0,465674.0,14540.0,833,498,16
030128,Braga,Amares,União das freguesias de Torre e Portela,3788,778174.0,465674.0,14540.0,3062,1833,57
030129,Braga,Amares,"União das freguesias de Vilela, Seramil e Paredes Secas",4301,778174.0,465674.0,14540.0,3477,2081,65
030201,Braga,Barcelos,Abade de Neiva,3015,778174.0,465674.0,14540.0,2437,1459,46
030202,Braga,Barcelos,Aborim,2289,778174.0,465674.0,14540.0,1850,1107,35
030203,Braga,Barcelos,Adães,4785,778174.0,465674.0,14540.0,3868,2315,72
030205,Braga,Barcelos,Airó,1615,778174.0,465674.0,14540.0,1306,781,24
030206,Braga,Barcelos,Aldreu,2072,778174.0,465674.0,14540.0,1675,1002,31
030208,Braga,Barcelos,Alvelos,4827,778174.0,465674.0,14540.0,3902,2335,73
030209,Braga,Barcelos,Arcozelo,2186,778174.0,465674.0,14540.0,1767,1058,33
030210,Braga,Barcelos,Areias,3627,778174.0,465674.0,14540.0,2932,1755,55
030212,Braga,Barcelos,Balugães,1597,778174.0,465674.0,14540.0,1291,773,24
030213,Braga,Barcelos,Barcelinhos,1061,778174.0,465674.0,14540.0,858,513,16
030215,Braga,Barcelos,Barqueiros,2849,778174.0,465674.0,14540.0,2303,1378,43
030216,Braga,Barcelos,Cambeses,3224,778174.0,465674.0,14540.0,2606,1560,49
030218,Braga,Barcelos,Carapeços,1071,778174.0,465674.0,14540.0,866,518,16
030220,Braga,Barcelos,Carvalhal,4751,778174.0,465674.0,14540.0,3841,2298,72
030221,Braga,Barcelos,Carvalhas,4937,778174.0,465674.0,14540.0,3991,2388,75
030224,Braga,Barcelos,Cossourado,3494,778174.0,465674.0,14540.0,2825,1690,53
030228,Braga,Barcelos,Cristelo,3752,778174.0,465674.0,14540.0,3033,1815,57
030234,Braga,Barcelos,Fornelos,2414,778174.0,465674.0,14540.0,1952,1168,36
030235,Braga,Barcelos,Fragoso,2716,778174.0,465674.0,14540.0,2196,1314,41
030237,Braga,Barcelos,Gilmonde,4992,778174.0,465674.0,14540.0,4036,2415,75
030242,Braga,Barcelos,Lama,3608,778174.0,465674.0,14540.0,2917,1745,54
030243,Braga,Barcelos,Lijó,3699,778174.0,465674.0,14540.0,2990,1789,56
030244,Braga,Barcelos,Macieira de Rates,2781,778174.0,465674.0,14540.0,2248,1345,42
030245,Braga,Barcelos,Manhente,1624,778174.0,465674.0,14540.0,1313,786,25
030247,Braga,Barcelos,Martim,541,778174.0,465674.0,14540.0,437,262,8
030252,Braga,Barcelos,Moure,1879,778174.0,465674.0,14540.0,1519,909,28
030254,Braga,Barcelos,Oliveira,1459,778174.0,465674.0,14540.0,1179,706,22
030255,Braga,Barcelos,Palme,4011,778174.0,465674.0,14540.0,3243,1940,61
030256,Braga,Barcelos,Panque,1876,778174.0,465674.0,14540.0,1517,908,28
030257,Braga,Barcelos,Paradela,3567,778174.0,465674.0,14540.0,2884,1726,54
